id,category,avg_rating,n_loved,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
4704,Thiết bị mạng,4.7,10,54,"Bộ test dây mạng, dây điện thoại 468",70000,1,0,0,1,13,3,1,34,632,287,5200,suntekshop,87,trong vài giờ
4705,Thiết bị mạng,4.9,4,42,"Bộ Mở Rộng Sóng Wifi Tenda A9 Chuẩn N Tốc Độ 300Mbps- Chính Hãng 100%, Bảo Hành 24 Tháng",215000,0,0,0,1,11,5,3,34,4200,672,34600,ducanhcomputer2019,62,trong vài giờ
4706,Thiết bị mạng,4.9,25,42,Card WiFi cho Máy bàn - PC chipset Intel 7265 / 8260 / 8265 / 9260 chuẩn AC có Blueooth 4.2,519425,0,0,1,0,20,12,6,50,541,128,1400,nganha_271,21,trong vài giờ
4707,Thiết bị mạng,4.9,12,22,Kìm bấm mạng Ugreen 20102 Màu Xanh Đen RJ45/RJ11 ZJ302 - Hàng phân phối chính hãng - Bảo hành 18 tháng,289000,0,0,0,1,10,4,4,34,98800,760,28400,ugreen_flagship_store,81,trong vài giờ
4708,Thiết bị mạng,4.9,19,32,Bộ phát Wi-Fi Xiaomi Mini 2.4Ghz 5Ghz,209500,0,0,0,1,10,7,5,55,31,12,31,tduong8989,74,trong vài giờ
4709,Thiết bị mạng,4.8,6,33,[Mã 11ELSALE hoàn 7% đơn 300K] Bộ Mở Rộng Sóng wifi Totolink EX1200T chuẩn AC1200 Băng Tần Kép,519000,0,0,1,0,12,4,2,47,3100,390,1700,thienthaopc,51,trong vài giờ
4710,Thiết bị mạng,5.0,2,33,[Mã 11ELSALE hoàn 7% đơn 300K] Bút soi quang 20 KM - Bút dò lỗi sợi quang 20km,315000,0,0,0,0,10,2,0,43,2600,1100,3000,azcomputer,85,trong vài giờ
4711,Thiết bị mạng,4.5,3,82,❤star Bộ 2 đầu nối chia 1 cổng thành 2 cổng mạng LAN DZ517 RJ45 chuyên dụng ▲▲,8672,0,0,2,0,6,2,1,34,1100,4200,4800,zeblonstar.vn,98,trong vài giờ
4712,Thiết bị mạng,4.3,17,97,USB Dcom 3G Huawei 1K3M Dùng Sim 3G 4G Truy Cập Mạng Cực Nhanh Đổi IP Dễ Dàng Bản APP,156750,2,0,0,2,10,6,4,30,165,1900,1300,congnghewifivietnam,81,trong vài giờ
4713,Thiết bị mạng,4.7,11,58,Thùng cáp Mạng Cat 5 SENNIKO TAKO GIGA 305m 8 lõi,400000,0,0,2,3,22,8,9,46,3000,361,26700,tiendathanoi,37,trong vài giờ
4714,Thiết bị mạng,4.9,5,34,Dây mạng CAT6 AMTAKO bấm sẵn 2 đầu,37000,0,0,1,0,13,5,4,30,48200,784,79600,technology_news,97,trong vài giờ
4715,Thiết bị mạng,5.0,6,28,Usb thu wifi nano Rimax,50000,0,0,0,0,12,2,0,46,3400,336,1800,toanvietshop,51,trong vài giờ
4716,Thiết bị mạng,5.0,6,29,Đầu bấm mạng Cat 6 trong suốt UGREEN NW120 - Hàng phân phối chính hãng - Bảo hành 18 tháng,129000,0,0,0,0,11,5,4,34,98800,760,28400,ugreen_flagship_store,81,trong vài giờ
4717,Thiết bị mạng,5.0,825,24,[Chính Hãng] Hạt mạng RJ45 ENSOHO Cat 5E/Cat 6E cao cấp 8 chấu đồng dày mạ vàng,59988,0,0,0,0,13,2,2,46,39500,455,27000,anhhana94,71,trong vài giờ
4718,Thiết bị mạng,5.0,3,32,Dây cáp mạng Cat6 Vention đúc sẵn 2 đầu UTP ( dẹt ) dài 1m đến 5m,79200,0,0,0,0,11,3,2,34,1700,183,2100,ventionvietnam,90,trong vài giờ
4719,Thiết bị mạng,5.0,4,20,Bộ kích sóng wifi TP-Link Chuẩn N 300Mbps TL-WA850RE,269000,0,0,0,0,11,5,5,36,15300,170,4600,thietbiadcomputer,51,trong vài giờ
4720,Thiết bị mạng,5.0,6,29,"Bộ kích sóng wifi nhỏ gọn đơn giản TP-Link RE200 AC750, TL-WA850RE, TL-WA854RE, TL-WA855RE",287500,0,0,0,0,12,4,2,15,222,114,949,thank._you,87,trong vài giờ
4721,Thiết bị mạng,5.0,10,35,Dây Cáp Mạng VENTION Rj45 Cat6A Ethernet 10 Tốc Độ Cao,104150,0,0,0,0,11,3,3,37,32200,327,29400,vention.vn,99,trong vài giờ
4722,Thiết bị mạng,4.8,1,39,Cáp mạng lẻ Cat5e bấm sẵn 2 đầu đúc 1M5 3M 5M 10M 15M,24500,0,0,1,0,12,2,2,34,2700,546,4900,hangsieure_tphcm,79,trong vài giờ
4723,Thiết bị mạng,5.0,10,33,Set 5 đầu kết cắm micro 3.0 DIP type B USB 3.0 chuyên dụng cho ổ đĩa cứng,15560,0,0,0,0,12,3,3,29,1500,1000,11700,isinwei.vn,94,trong vài giờ
4724,Thiết bị mạng,4.1,21,48,Thiết Bị Usb Phát Wifi Vtion Huawei - Cục Phát Chuẩn 4G - Vtion 3G 4G Huawei,219450,3,0,0,1,10,6,1,29,127,1800,1000,shopmaxspeedso1,68,trong vài giờ
4725,Thiết bị mạng,5.0,12,109,Dây Mạng Lan CAT5E Đúc Sẵn 2 Đầu Hạt Mạng (hỗ trợ tốc độ truyền tải đến 350 MHz),10000,0,0,0,0,7,3,2,32,39,583,350,vumanhcuong25092013,52,trong vài giờ
4726,Thiết bị mạng,5.0,51,58,Dây mạng đúc sẵn 2m,6000,0,0,0,0,7,1,1,33,3000,118,1400,shopcomputer99,92,trong vài giờ
4727,Thiết bị mạng,4.6,2,127,Cặp Đầu Chuyển Đổi Mạng 4k 3d Hdmi 1.4 30m Sang Rj45 Cat 5e / 6 Lan Ethernet Cho Hdtv Hdpc Ps3 Stb,59500,1,0,0,0,9,4,3,6,1100,223,1500,clshopping.vn,98,trong vài giờ
4728,Thiết bị mạng,4.9,9,91,[Giá SỐC] Bộ phát sóng Wifi tốc độ cao LB-LINK BL-WR450H – Bảo hành 24 tháng–Tốc độ 300Mbps - CHÍNH HÃNG,309000,0,0,0,1,8,2,1,21,8,81,36,congnghesoado123,57,trong vài giờ
4729,Thiết bị mạng,4.7,1600,58,"CÁP USB ĐEN 1,5M đen/ xanh HTC",6500,1,1,0,0,12,5,3,53,9200,183,2400,chohanoi102,61,trong vài giờ
4730,Thiết bị mạng,4.9,12,45,Media Converter mode A bước sóng TX-1330nm/RX-1550nm,140000,0,0,0,1,11,3,1,42,482,388,1300,bestwifivn,89,trong vài phút
4731,Thiết bị mạng,4.6,29,149,Bộ phát wifi mạng VNPT Gpon igate GW040 hàng qua sử dụng,199000,0,1,0,0,6,4,0,27,1100,254,922,modemwifigiarevn,91,trong vài giờ
4732,Thiết bị mạng,4.6,9,48,Dây cáp USB có đèn LED nối dài linh hoạt 29cm có đèn LED,18383,1,1,0,0,14,12,6,34,2300,1700,3900,yimumiya.vn,27,trong vài giờ
4733,Thiết bị mạng,4.8,4,49,Card mạng lan H61,75000,0,0,1,1,11,7,5,52,834,174,790,hadiep.thach,70,trong vài giờ
4734,Thiết bị mạng,4.9,34,51, Bộ phát wifi Mifi 4G Lte MF80 đa mạng,880000,0,1,0,0,24,18,2,58,10600,455,9300,vphanoi,81,trong vài giờ
4735,Thiết bị mạng,5.0,7,51,Mô đun rơ le 4 kênh 5V 12V 24 có Optocoupler cho Arduino,54890,0,0,0,0,9,3,1,29,1500,1000,11700,isinwei.vn,94,trong vài giờ
4736,Thiết bị mạng,5.0,1400,134,"Bộ Phát WIFI Siêu Khỏe 4G/ 3G LTE - MIXIE - 4 (Cổng Lan)  4 Râu (Anten) Xe Khách, Lắp Camera HUAWEI TENDA 4G03, CP101",1000000,0,0,0,0,5,5,0,48,1600,97,235,minhnguyen1966,49,trong vài giờ
4737,Thiết bị mạng,5.0,1,51,Kìm Bấm Đầu Dây Mạng Đa Năng Xanh,38000,0,0,0,1,20,6,6,18,907,280,2200,phukienhoabinh_2020,32,trong vài giờ
4738,Thiết bị mạng,5.0,2,88,Đầu Nối Mạng Rj45,4000,0,0,0,0,9,1,1,28,5800,2500,20600,giasibienhoa,91,trong vài giờ
4739,Thiết bị mạng,5.0,571,25,[HÀNG CHUẨN GIÁ ĐẸP] BỘ CHUYỂN ĐỔI AV TO VGA [vuaphukien computer],130000,0,0,0,0,9,3,1,53,23500,391,15000,vuaphukien2207,65,trong vài giờ
4740,Thiết bị mạng,4.7,2,69,10 đầu hạt mạng RJ45 nhựa (Trắng),10000,1,0,1,0,20,2,3,59,4900,293,23400,cuongph,40,trong vài giờ
4741,Thiết bị mạng,4.8,78,35,Kìm bấm mạng đa năng LB-LINK BL-0509Pr Có bộ test - Chính hãng,299000,0,0,0,2,10,3,4,32,1300,399,7700,vmt6.2019,90,trong vài giờ
4742,Thiết bị mạng,5.0,21,21,[Mã 11ELSALE hoàn 7% đơn 300K] KVM Switch 4 port USB - Bộ Gộp 4 máy tính dùng 1 màn hình Ugreen 50280 cao cấp,615000,0,0,0,0,5,4,2,14,347,235,361,trinh9x93,99,trong vài phút
4743,Thiết bị mạng,4.3,5,54,Switch TPLink TL-SG1005D-5 Cổng Gigabit -,260000,0,1,0,0,3,2,0,38,2200,1600,6000,tinhoclehuycomputer,80,trong vài giờ
4744,Thiết bị mạng,4.8,3,26,Bộ chia khuếch đại tín hiệu truyền hình cáp 1 ra 8,125000,0,0,1,0,9,4,1,45,5,43,43,thuthuy04111984,20,trong vài giờ
4745,Thiết bị mạng,5.0,10,37,Dây Anten Wifi Sóng IPhone,30000,0,0,0,0,22,11,1,63,569,28,1500,linhkiensuachuadienthoai,32,trong vài giờ
4746,Thiết bị mạng,5.0,3,50,Cáp Mạng Cat6 UTP 1000Mbps Dây Dẹp Đúc Sẵn 2 Đầu Cao Cấp UGREEN NW102,132500,0,0,0,0,13,4,2,6,487,147,93,phukien_ugreen2021,95,trong vài giờ
4747,Thiết bị mạng,4.8,26,61,Bộ phát wifi Totolink N600R Chính hãng -BH 24 tháng,389000,0,1,1,1,21,11,1,55,15700,93,10200,maytinhlanhdung,3,trong vài giờ
4748,Thiết bị mạng,4.6,14,40,1 Cặp Converter Quang 1000 1 sợi Quang netlink htb gs03 AB nguồn 5v2a chuẩn,285000,1,0,0,0,8,2,2,36,2900,291,479,thietbimanghd,94,trong vài phút
4749,Thiết bị mạng,5.0,2,79,Kẹp cố định dây cáp 3.0-3.2mm chất lượng cao tiện dụng,4229,0,0,0,0,2,1,1,34,4900,9500,11900,crescent1.vn,98,trong vài giờ
4750,Thiết bị mạng,5.0,4600,64,Đầu nối dây mạng lan RJ45 1-1,5000,0,0,0,0,6,2,2,37,33800,522,408,cttcomputer1,48,trong vài giờ
4751,Thiết bị mạng,4.9,16,48,Dây cáp mạng VSPCat 6 bấm sẵn 2 đầu 20m (xanh),80000,0,0,0,2,22,14,5,57,1100,264,2500,duongphongcomputer,96,trong vài phút
4752,Thiết bị mạng,5.0,16,50,Bộ Phát Wifi UNIFI AP LR Roaming,600000,0,0,0,0,10,2,2,59,2200,132,2000,duytuyendt,92,trong vài phút
4753,Thiết bị mạng,4.8,13,62,[Mã 11ELSALE hoàn 7% đơn 300K] Bộ Phát Wifi Di Động Ngoài Trời Tp-Link CPE210 - Hàng Chính Hãng,705000,0,1,0,2,17,10,3,44,3800,487,13600,itchinhhang,84,trong vài giờ
4754,Thiết bị mạng,5.0,5,43,Bộ USB cắm chuyển đổi thẻ Micro Sim tiêu chuẩn thành Nano SIM 4 trong 1 cho  iPhone,2601,0,0,0,0,10,7,6,14,1400,5800,2200,wonderpake.vn,100,trong vài giờ
4755,Thiết bị mạng,4.2,15,60,Bộ điều hợp mạng Wi-Fi USB không dây băng tần kép 600 Mbps 2.4 / 5Ghz kèm Ăng-ten 802.11AC,65000,4,0,1,0,17,8,2,48,37300,2800,56300,hotwind.vn,100,trong vài giờ
4756,Thiết bị mạng,5.0,1,99,Bộ 1 khớp nối dây cáp mạng LAN RJ45 CAT5 chuyên dụng tiện lợi,5610,0,0,0,0,3,2,1,29,935,7400,1800,justenjoyingg.vn,86,trong vài giờ
4757,Thiết bị mạng,5.0,2,89,"Dây Mạng Cat5 Bấm Sẵn 2 Đầu  3M, 5M, 10M, 15M",27000,0,0,0,0,3,1,1,25,6100,208,1100,thanhbinhpc001,78,trong vài giờ
4758,Thiết bị mạng,4.7,277,70,"(1 đổi 1 trong 3 tháng )bộ phát wifi tplink 1 râu wr 740n chính hãng, chất lượng",90000,1,0,0,1,16,8,3,45,1900,116,11100,lytrinhtb,90,trong vài giờ
4759,Thiết bị mạng,4.8,6,21,"Bộ Phát Wifi Xuyên Tường Tenda AC7 5 râu Chuẩn AC1200Mbps , Xuyên Tường Tenda AC5- Hàng Chính Hãng",544000,0,1,1,0,10,7,2,28,3600,117,1700,quanghopa6,94,trong vài giờ
4760,Thiết bị mạng,4.9,1,23,【OPHE】Set 5 đầu nối cáp mạng Lan RJ45,21000,0,0,0,1,9,3,3,33,3200,3200,9500,oppophoneuse.vn,64,trong vài giờ
4761,Thiết bị mạng,4.9,2,24,Mũi phay định tuyến thẳng 2 đầu tiện lợi,19500,0,0,0,1,9,7,6,49,3100,4100,6300,varitystore.vn,57,trong vài giờ
4762,Thiết bị mạng,4.9,10,38,Phát wifi Newifi  mini AC1200 2.4 5Ghz mạnh,228250,0,0,0,1,12,7,4,46,832,17,1000,icbmwifishop,90,trong vài giờ
4763,Thiết bị mạng,5.0,13,33,Bộ chia mạng Switch Netgear 5 cổng - GS105v1 v4,400000,0,0,0,0,9,3,4,73,586,154,792,thanhhuyenqn,97,trong vài giờ
4764,Thiết bị mạng,4.9,2,48,Bộ phát wifi TP-Link Chuẩn N 300Mbps bảo vệ mạng gia đình tối đa TL-WR820N - Hàng chính hãng.,209000,0,0,0,1,6,5,4,31,425,482,914,kmart.hcm,74,trong vài giờ
4765,Thiết bị mạng,4.1,11,108,DVI-D Digital Dual Link Male 24+1 to VGA Female Adapter Computer Monitor Adapter,13992,2,1,0,0,9,5,2,39,431,1700,1200,fahuamaoyi.vn,70,trong vài giờ
4766,Thiết bị mạng,5.0,2,240,Đầu nối kết nối wifi kj 2.4GHz 3 dBi,8600,0,0,0,0,4,0,0,41,2900,2200,10000,snowdreamer.vn,97,trong vài giờ
4767,Thiết bị mạng,5.0,3,134,Thiết bị mạng Switch D-Link 8P DGS 1008A,499000,0,0,0,0,4,2,1,50,245,911,735,congngheso24,80,trong vài giờ
4768,Thiết bị mạng,5.0,5,295,Dây mạng đồng 4 sợi có gia cường,4000,0,0,0,0,4,1,1,49,3000,361,26700,tiendathanoi,37,trong vài giờ
4769,Thiết bị mạng,5.0,8,199,WIFI 2.4G 3dbi PCB Antenna IPX IPEX WLAN Laptop Bluetooth Zigbee Wireless Module SIM900 SIM800L SIM908 SIM800C,7900,0,0,0,0,4,2,2,37,2500,5000,14700,relandor.vn,21,trong vài giờ
4770,Thiết bị mạng,5.0,1,10,Dây mạng Golden Link CAT6 UTP bấm sẵn 2 đầu dài 5m/10m/15m/20m,99500,0,0,0,0,4,3,2,47,1300,616,4200,tvboxtphcm,96,trong vài giờ
4771,Thiết bị mạng,4.9,2600,80,Bộ phát wifi 4G TotoLink MF180 - Hàng Chính Hãng,890000,0,0,0,1,7,6,3,34,44500,400,11900,maytinhhanoi,67,trong vài giờ
4772,Thiết bị mạng,5.0,543,45,hạt mạng J45 xuyên thấu túi 100 hạt,59000,0,0,0,0,8,1,0,61,2700,392,208,thietbiso_tt,32,trong vài phút
4773,Thiết bị mạng,5.0,2,50,Phát Wifi ⚡ Free Ship ⚡ Bộ Phát Wifi TPLINK 840 300Mbps Chuẩn N -  Phát Sóng Cực Tốt -  Chính Hãng Bảo Hanh 24 Tháng,275000,0,0,0,0,17,8,5,34,4200,672,34600,ducanhcomputer2019,62,trong vài giờ
4774,Thiết bị mạng,5.0,5,58,Ống Xoắn Quấn Dây Cáp Nhiều Màu 1m 10mm / 14mm,16250,0,0,0,0,5,1,0,12,2900,5700,8000,infiniteforce2.vn,93,trong vài giờ
4775,Thiết bị mạng,5.0,4,21,Dây cáp màn hình máy tính cỗng kết nối DVI Hàng Zin Hãng Thao Máy,55000,0,0,0,0,5,1,1,51,54,178,296,huynhvanrot,64,trong vài giờ
4776,Thiết bị mạng,4.5,6,70,Đầu chuyển đổi cáp cổng USB 2.0 sang LAN RJ45 Ethernet mạng LAN cho máy tính bàn 10 / 100Mbps,48000,1,0,3,1,16,3,2,45,31400,1700,82900,openmall.vn,97,trong vài giờ
4777,Thiết bị mạng,4.8,20,25,"Dây, Cáp điện thoại Sino 2 đôi, 4 lõi cao cấp ZALO: 038.213.9657 FULL VAT",790000,0,0,0,2,8,3,3,60,78,353,213,maytinhthc,28,trong vài giờ
4778,Thiết bị mạng,5.0,1,42,Dây mạng bấm sẵn Cat5e 1.5m,20000,0,0,0,0,8,4,0,19,156,478,585,haincs,91,trong vài giờ
4779,Thiết bị mạng,5.0,2,107,Bộ Mở Rộng Sóng TPLINK TL-WA850RE- Tốc Độ 300Mbps. Chính Hãng Bảo Hành 24 Tháng,229000,0,0,0,0,2,0,0,34,410,36,1700,maiphukien,84,trong vài giờ
4780,Thiết bị mạng,5.0,1,12,Đầu nối mạng Rj45-chia mạng lan 1 ra 2,11800,0,0,0,0,5,3,2,11,94,12,632,hanoicomlinhkiencu,92,trong vài giờ
4781,Thiết bị mạng,5.0,7,47,dây anten wifi laptop pc,90000,0,0,0,0,9,1,0,42,315,338,722,linhkienlap.vn,87,trong vài giờ
4782,Thiết bị mạng,4.7,294,49,[Mã 11ELSALE hoàn 7% đơn 300K] Bộ phát Wifi Xiaomi Router Gen 3G - Bản V1.0 Có USB 3.0,450000,0,1,2,0,21,13,4,52,4200,63,5300,fi622,99,trong vài giờ
4783,Thiết bị mạng,4.8,9,382,Bộ phát wifi EP9108W (2 nd),82500,0,0,0,1,3,1,1,55,234,82,1000,phamdinhthanh1988,81,trong vài giờ
4784,Thiết bị mạng,5.0,18,43,Bộ phát wifi chuyên dụng aruba ap135 hàng qua sử dụng,683683,0,0,0,0,8,3,1,27,1100,254,922,modemwifigiarevn,91,trong vài giờ
4785,Thiết bị mạng,4.9,7,37,Mô Đun Cảm Biến Ánh Sáng Tự Động Xh-M209,11000,0,0,0,1,7,3,2,18,3800,464,8800,u_max1.vn,83,trong vài giờ
4786,Thiết bị mạng,4.9,24,48,[Mã 11ELSALE hoàn 7% đơn 300K] Hệ thống Wi-Fi Mesh cho Gia đình AC1300 Deco M5 (3-PACK),4150000,0,0,0,1,16,4,3,60,10300,1100,7800,tinhocphulamhcm,75,trong vài giờ
4787,Thiết bị mạng,4.1,25,97,Bộ phát wifi Tplink WR 841n 2 râu giá rẻ đã qua sử dụng,150000,2,4,0,2,16,17,4,35,7500,159,12600,thuyvuipk,98,trong vài giờ
4788,Thiết bị mạng,4.8,4,80,"Ăng ten WIFI không dây 2,4 GHz 3 dBi Tăng cường mạng WLAN",8700,0,0,0,1,4,1,1,32,5200,2700,8000,siyuyan.vn,95,trong vài giờ
4789,Thiết bị mạng,4.8,26,64,BỘ PHÁT TPLINK 4 RÂU AC1200 XUYÊN TƯỜNG TỐC ĐỘ CAO 2 BĂNG TẦN - TPLINK 5620,299500,0,0,1,0,11,10,7,49,13800,137,5100,dangvantuan1995,99,trong vài phút
4790,Thiết bị mạng,5.0,310,28,FAST CONNECT 100 ĐẦU NỐI QUANG NHANH SC-APC - COMBO 100,900000,0,0,0,0,18,0,0,31,1500,178,405,congngheso_phuonganh,4,trong vài giờ
4791,Thiết bị mạng,4.4,3,44,Đầu Nối Mạng LAN Cổng RJ45 1 Sang 2 Cổng Cắm Chuyên Dụng,15310,0,0,1,3,5,5,2,39,24500,5000,30200,lanfy.vn,31,trong vài giờ
4792,Thiết bị mạng,4.9,11,32,Bộ Phát Wifi MERCUSYS Halo S3(3-Packs) Mesh Wifi - Chính hãng,833000,0,0,1,0,22,7,4,46,317,109,1100,buunhut,11,trong vài giờ
4793,Thiết bị mạng,5.0,1,50,Đầu Jack DC5.5x2.1MM Loại Đực,2000,0,0,0,0,7,2,0,28,32200,964,3500,banlinhkiennhattao,81,trong vài giờ
4794,Thiết bị mạng,4.6,3,51,Ổ Cắm Điện Chuyển Đổi Gav3 Pro Iec 320 Pdu Ups C14,21780,0,1,0,2,9,4,1,17,1300,4900,2100,gavinyears3.vn,87,trong vài giờ
4795,Thiết bị mạng,4.5,10,64,Wifi TENDA W311R chuẩn N 150Mbps(kèm nguồn),50000,1,1,1,2,18,14,5,55,234,82,1000,phamdinhthanh1988,81,trong vài giờ
4796,Thiết bị mạng,5.0,24,52,Router cân bằng tải băng thông rộng Tplink TL-R480T+ đẹp,420000,0,0,0,0,13,4,3,53,482,388,1300,bestwifivn,89,trong vài phút
4797,Thiết bị mạng,4.8,25200,45,USB THU WIFI TP-Link TL-WN725N ( ĐEN),130000,0,0,0,3,10,4,1,33,50900,637,59600,trandinhan1987,79,trong vài giờ
4798,Thiết bị mạng,5.0,38,116,Bộ kích sóng Wifi Mercury,250000,0,0,0,0,4,4,0,8,2600,37,187,ngochan.spa,63,trong vài giờ
4799,Thiết bị mạng,4.9,2,39,Bộ phát wifi MERCUSYS 3 râu MW305R - CHÍNH HÃNG,190250,0,0,0,2,18,3,4,39,6100,233,15700,hathangpc,97,trong vài giờ
4800,Thiết bị mạng,4.6,9,65,DÂY MẠNG 30M CAT5E CHỐNG NHIỄU,60000,1,0,2,1,17,9,2,63,84000,757,42200,3hcomputer,49,trong vài giờ
4801,Thiết bị mạng,5.0,7,40,Mạch thu phát Wifi bluetooth BLE ESP32 NODEMCU NODE32 internet of thing IOT - 3F1,119000,0,0,0,0,18,6,5,58,11100,446,25400,dientuat,58,trong vài giờ
4802,Thiết bị mạng,4.8,2300,52,[Mã 11ELSALE hoàn 7% đơn 300K] Bộ phát Wi-Fi băng tần kép AC1200 Totolink A800R,715000,0,0,2,1,19,11,5,72,22000,732,30700,khanhhanpc,76,trong vài giờ
4803,Thiết bị mạng,4.3,16,53,Bộ phát wifi Tenda F3 chuẩn N 300Mbs English,140000,1,1,0,2,9,7,4,31,117,15,141,lxmobile0967695585,82,trong vài phút
4804,Thiết bị mạng,4.9,4,50,Cáp Mạng UTP Cat 5E Dây Xanh ( Bấm Sẵn 2 Đầu )Cable Lan UTP Cat 5E -15m,30000,0,0,1,0,17,2,3,36,16100,2100,23600,linhkien_at,74,trong vài giờ
4805,Thiết bị mạng,4.9,5,29,Bút cảm ứng chất lượng cao tiện dụng cho Apple Iphone Ipad 6s,15500,0,0,0,1,7,5,6,39,1300,4300,4000,burzahom.vn,41,trong vài giờ
4806,Thiết bị mạng,4.5,1,47,Bộ chia quang PLC 1x2 SC/APC,75000,0,1,0,0,5,4,3,45,121,75,543,gialinhtelecom,93,trong vài phút
4807,Thiết bị mạng,4.9,5,53,Cáp mạng LAN RJ45 chuẩn Cat5e JSJ cao cấp,59000,0,0,0,1,13,0,1,64,1800,116,2500,thaope97,100,trong vài phút
4808,Thiết bị mạng,4.8,10,48,"Bộ Phát Wifi Linksys E1200, Tốc Độ 300Mb, Hàng Chính Hãng (Cũ)",155000,0,0,1,2,19,10,8,29,380,87,2900,qbah3685,100,trong vài giờ
4809,Thiết bị mạng,5.0,1,39,Jack POE Cấp Nguồn Camera Cặp 2 Cái - Jack Tín Hiệu Camea POE,17000,0,0,0,0,3,1,1,51,139,473,1000,quynhung9396,2,trong vài giờ
4810,Thiết bị mạng,5.0,2,74,Cáp kết nối dữ liệu DB25 D-SUB bằng nhựa chất lượng cao tiện dụng,53570,0,0,0,0,4,0,0,29,1500,1000,11700,isinwei.vn,94,trong vài giờ
4811,Thiết bị mạng,5.0,2,91,"Bộ thu wifi, USB thu wifi LB-Link 151N chính hãng ,giá rẻ cho máy tính [Free ship]",69000,0,0,0,0,4,2,1,26,300,283,62,shop.phukienrenhat,45,trong vài giờ
4812,Thiết bị mạng,4.3,34,71,DÂY MẠNG 15M CAT5 ĐÚC SẴN ĐẦU MẠNG,30000,4,0,1,2,23,9,2,49,3000,361,26700,tiendathanoi,37,trong vài giờ
4813,Thiết bị mạng,4.9,1,51,50 chiếc Đầu mũi nhựa xoáy mực thay thế,49000,0,0,1,0,15,3,2,43,3500,1700,8700,phuongdua193,86,trong vài giờ
4814,Thiết bị mạng,4.8,14,57,Card Wifi Không Dây Mini PCI-E dành cho DELL DW1501 0K5Y6D Chip Broadcom BCM94313HMG2L,45263,0,0,1,0,8,4,3,42,11400,3000,17300,weroyal.vn,97,trong vài giờ
4815,Thiết bị mạng,5.0,3,58,Bộ chuyển đổi dây mạng RJ45 sang RF,22059,0,0,0,0,5,2,2,33,7900,9800,13000,doublebuy.vn,99,trong vài phút
4816,Thiết bị mạng,4.3,5,98,"dây sạc micro usb, type C",10000,1,0,2,1,9,6,4,58,739,272,1600,tunghhk6,75,trong vài giờ
4817,Thiết bị mạng,5.0,1,51,Bộ 2 đầu bấm mạng RJ45 nhựa màu trong suốt,1500,0,0,0,0,5,3,2,47,2400,2400,1700,hitech07,72,trong vài giờ
4818,Thiết bị mạng,5.0,4,118,Nhân mạng cat6 âm tường Commscope AMP,39000,0,0,0,0,3,2,1,32,123,574,306,tuyet_ha_truc,51,trong vài giờ
4819,Thiết bị mạng,5.0,2,44,Hạt mạng RJ45 Cat6 Commscope chính hãng,180000,0,0,0,0,5,2,2,44,2700,111,92,leo_store2009,50,trong vài giờ
4820,Thiết bị mạng,4.3,13,34,Bộ chuyển DVI to VGA 24+5 24+1,52500,2,0,0,0,9,7,5,39,6100,233,15700,hathangpc,97,trong vài giờ
4821,Thiết bị mạng,4.8,5,25,[Mã 11ELSALE hoàn 7% đơn 300K] Router Wifi TP-Link Mesh Deco M5 2Pack /3Pack - Hàng Chính Hãng,3454000,0,0,0,2,7,5,0,53,3800,487,13600,itchinhhang,84,trong vài giờ
4822,Thiết bị mạng,4.8,2,58,Bộ Phát WiFi không dây TPLink 940N 450Mbps 3 Ăng Ten,341000,0,0,0,2,11,13,13,49,3100,390,1700,thienthaopc,51,trong vài giờ
4823,Thiết bị mạng,4.5,18,76,Bộ Phát Wifi Router XIAOMI 4C,220000,1,0,0,2,9,6,6,61,946,203,2600,hndigital,79,trong vài giờ
4824,Thiết bị mạng,4.8,15,53,5m DÂY MẠNG CAT5 BẤM SẴN 2 ĐẦU GIÁ RẺ,20000,1,0,0,1,19,10,9,42,861,34,1900,sungni0202,93,trong vài giờ
4825,Thiết bị mạng,5.0,7700,32,Switch chia mạng 16 cổng Tp-link SF1016D,450000,0,0,0,0,8,3,1,43,8100,120,1600,netnampc,23,trong vài giờ
4826,Thiết bị mạng,4.5,8,260,"Kích wifi Tenda A301 , tốc độ 300Mbps , tích hợp 2 anten mạnh mẽ ,  bắt sóng siêu xa , có cổng Lan , bảo hành chính hãng",268000,0,0,1,0,3,2,0,46,4000,425,3500,thuyduyen.watch,95,trong vài giờ
4827,Thiết bị mạng,4.9,56,39,Hệ thống WiFi mạng lưới phủ sóng khắp nhà Ten da Nova MW3,2400000,0,0,0,1,16,10,2,52,3000,361,26700,tiendathanoi,37,trong vài giờ
4828,Thiết bị mạng,4.9,35,37,"[Mã 11ELSALE hoàn 7% đơn 300K] Router pfsense, OPNsense 4 port intel i211 Gigabit",3882500,0,0,0,1,16,6,3,53,1800,112,1000,vanducdaika,86,trong vài giờ
4829,Thiết bị mạng,4.9,15,29,Modem quang FPT AC1000F dual band,270000,0,0,0,1,16,9,3,36,203,58,910,shopbong21122016,85,trong vài giờ
